1.0000000000	0.0130000000	1.3894330000
1.0000000000	0.0190000000	1.4268080000
1.0000000000	0.0250000000	1.4665810000
1.0000000000	0.0310000000	1.3916460000
1.0000000000	0.0370000000	1.4471690000
1.0000000000	0.0430000000	1.4133440000
1.0000000000	0.0490000000	1.3762050000
1.0000000000	0.0550000000	1.3949690000
1.0000000000	0.0610000000	1.4954580000
1.0000000000	0.0670000000	1.4574230000
1.0000000000	0.0730000000	1.3933070000
1.0000000000	0.0790000000	1.5100460000
1.0000000000	0.0850000000	1.3773040000
1.0000000000	0.0910000000	1.3944150000
1.0000000000	0.0970000000	1.3668850000
1.0000000000	0.1030000000	1.4167020000
1.0000000000	0.1090000000	1.4239960000
1.0000000000	0.1150000000	1.3977430000
1.0000000000	0.1210000000	1.4545700000
1.0000000000	0.1270000000	1.4375300000
1.0000000000	0.1330000000	1.4597090000
1.0000000000	0.1390000000	1.5018640000
1.0000000000	0.1450000000	1.4637150000
1.0000000000	0.1510000000	1.4711750000
1.0000000000	0.1570000000	1.4717490000
1.0000000000	0.1630000000	1.4409270000
1.0000000000	0.1690000000	1.3636050000
1.0000000000	0.1750000000	1.4358330000
1.0000000000	0.1810000000	1.4654340000
1.0000000000	0.1870000000	1.4763540000
1.0000000000	0.1930000000	1.4786610000
1.0000000000	0.1990000000	1.4740510000
1.0000000000	0.2050000000	1.4347030000
1.0000000000	0.2110000000	1.4597090000
1.0000000000	0.2170000000	1.3944150000
1.0000000000	0.2230000000	1.3745570000
1.0000000000	0.2290000000	1.4021890000
1.0000000000	0.2350000000	1.3966330000
1.0000000000	0.2410000000	1.3668850000
1.0000000000	0.2470000000	1.4341380000
1.0000000000	0.2530000000	1.4318800000
1.0000000000	0.2590000000	1.3751060000
1.0000000000	0.2650000000	1.3532540000
1.0000000000	0.2710000000	1.4155820000
1.0000000000	0.2770000000	1.3839110000
1.0000000000	0.2830000000	1.4262460000
1.0000000000	0.2890000000	1.3949690000
1.0000000000	0.2950000000	1.3971880000
1.0000000000	0.3010000000	1.4172620000
1.0000000000	0.3070000000	1.4077590000
1.0000000000	0.3130000000	1.4139030000
1.0000000000	0.3190000000	1.4369640000
1.0000000000	0.3250000000	1.4189440000
1.0000000000	0.3310000000	1.4268080000
1.0000000000	0.3370000000	1.4195040000
1.0000000000	0.3430000000	1.2806110000
1.0000000000	0.3490000000	1.3657910000
1.0000000000	0.3550000000	1.3364730000
1.0000000000	0.3610000000	1.3784040000
1.0000000000	0.3670000000	1.3811560000
1.0000000000	0.3730000000	1.3723620000
1.0000000000	0.3790000000	1.3778540000
1.0000000000	0.3850000000	1.3310890000
1.0000000000	0.3910000000	1.3424120000
1.0000000000	0.3970000000	1.3789540000
1.0000000000	0.4030000000	1.3176870000
1.0000000000	0.4090000000	1.3740080000
1.0000000000	0.4150000000	1.2832380000
1.0000000000	0.4210000000	1.2764150000
1.0000000000	0.4270000000	1.4038580000
1.0000000000	0.4330000000	1.3773040000
1.0000000000	0.4390000000	1.3278650000
1.0000000000	0.4450000000	1.3257180000
1.0000000000	0.4510000000	1.3499960000
1.0000000000	0.4570000000	1.3316270000
1.0000000000	0.4630000000	1.3877750000
1.0000000000	0.4690000000	1.3586960000
1.0000000000	0.4750000000	1.4038580000
1.0000000000	0.4810000000	1.3855660000
1.0000000000	0.4870000000	1.4044150000
1.0000000000	0.4930000000	1.3581510000
1.0000000000	0.4990000000	1.3532540000
1.0000000000	0.5050000000	1.3192910000
1.0000000000	0.5110000000	1.2806110000
1.0000000000	0.5170000000	1.3251810000
1.0000000000	0.5230000000	1.3690740000
1.0000000000	0.5290000000	1.3192910000
1.0000000000	0.5350000000	1.3674320000
1.0000000000	0.5410000000	1.2727510000
1.0000000000	0.5470000000	1.3091550000
1.0000000000	0.5530000000	1.3144840000
1.0000000000	0.5590000000	1.3033090000
1.0000000000	0.5650000000	1.3017170000
1.0000000000	0.5710000000	1.3603310000
1.0000000000	0.5770000000	1.3494530000
1.0000000000	0.5830000000	1.3091550000
1.0000000000	0.5890000000	1.3001270000
1.0000000000	0.5950000000	1.3208960000
1.0000000000	0.6010000000	1.2795620000
1.0000000000	0.6070000000	1.3001270000
1.0000000000	0.6130000000	1.3257180000
1.0000000000	0.6190000000	1.3294760000
1.0000000000	0.6250000000	1.2743200000
1.0000000000	0.6310000000	1.3198260000
1.0000000000	0.6370000000	1.3429530000
1.0000000000	0.6430000000	1.2879740000
1.0000000000	0.6490000000	1.2974790000
1.0000000000	0.6550000000	1.2550420000
1.0000000000	0.6610000000	1.2964210000
1.0000000000	0.6670000000	1.3070270000
1.0000000000	0.6730000000	1.3128830000
1.0000000000	0.6790000000	1.3289390000
1.0000000000	0.6850000000	1.2995970000
1.0000000000	0.6910000000	1.2560800000
1.0000000000	0.6970000000	1.3839110000
1.0000000000	0.7030000000	1.3006570000
1.0000000000	0.7090000000	1.3646980000
1.0000000000	0.7150000000	1.2748440000
1.0000000000	0.7210000000	1.2779880000
1.0000000000	0.7270000000	1.3043710000
1.0000000000	0.7330000000	1.3402510000
1.0000000000	0.7390000000	1.2493440000
1.0000000000	0.7450000000	1.2990670000
1.0000000000	0.7510000000	1.3064960000
1.0000000000	0.7570000000	1.3554290000
1.0000000000	0.7630000000	1.2462430000
1.0000000000	0.7690000000	1.2364520000
1.0000000000	0.7750000000	1.3022480000
1.0000000000	0.7810000000	1.2985380000
1.0000000000	0.7870000000	1.2722280000
1.0000000000	0.7930000000	1.2277310000
1.0000000000	0.7990000000	1.2390250000
1.0000000000	0.8050000000	1.2906100000
1.0000000000	0.8110000000	1.3070270000
1.0000000000	0.8169990000	1.2863940000
1.0000000000	0.8229990000	1.2985380000
1.0000000000	0.8289990000	1.2764150000
1.0000000000	0.8349990000	1.2874470000
1.0000000000	0.8409990000	1.2874470000
1.0000000000	0.8469990000	1.2343970000
1.0000000000	0.8529990000	1.3091550000
1.0000000000	0.8589990000	1.2727510000
1.0000000000	0.8649990000	1.2139530000
1.0000000000	0.8709990000	1.2088730000
1.0000000000	0.8769990000	1.2607550000
1.0000000000	0.8829990000	1.2354250000
1.0000000000	0.8889990000	1.3001270000
1.0000000000	0.8949990000	1.2623160000
1.0000000000	0.9009990000	1.2690930000
1.0000000000	0.9069990000	1.2680490000
1.0000000000	0.9129990000	1.2282430000
1.0000000000	0.9189990000	1.2154800000
1.0000000000	0.9249990000	1.2073510000
1.0000000000	0.9309990000	1.1896800000
1.0000000000	0.9429990000	1.2114120000
1.0000000000	0.9489990000	1.2529680000
1.0000000000	0.9549990000	1.2462430000
1.0000000000	0.9609990000	1.3096870000
1.0000000000	0.9669990000	1.2927210000
1.0000000000	0.9729990000	1.2921930000
1.0000000000	0.9849990000	1.1972350000
1.0000000000	0.9909990000	1.2261960000
1.0000000000	0.9969990000	1.2628360000
1.0000000000	1.0030000000	1.2114120000
1.0000000000	1.0090000000	1.2690930000
1.0000000000	1.0150000000	1.3006570000
1.0000000000	1.0210000000	1.2571180000
1.0000000000	1.0270000000	1.2292670000
1.0000000000	1.0330000000	1.2900830000
1.0000000000	1.0390000000	1.2272190000
1.0000000000	1.0450000000	1.2503790000
1.0000000000	1.0510000000	1.2649200000
1.0000000000	1.0570000000	1.2921930000
1.0000000000	1.0630000000	1.2643990000
1.0000000000	1.0690000000	1.1972350000
